sku;qty;color_id;size_id;price
3111211;3;3;5;0
3111211;0;3;15;0
3111211;0;84;4;0
3111211;0;84;5;0
3111211;0;84;15;0
3111211;0;25;4;0
3111211;0;25;5;0
3111211;0;25;15;0
3121211;0;13;16;0
3121211;0;13;17;0
3121211;1;13;6;0
3121211;2;70;16;0
3121211;2;70;17;0
3121211;2;70;6;0
3121211;5;78;16;0
3121211;7;78;17;0
3121211;6;78;6;0
3141211;7;3;1;0
3141211;4;3;2;0
3141211;6;3;18;0
3141211;1;68;1;0
3141211;2;68;2;0
3141211;1;68;18;0
3161211;6;3;16;0
3161211;6;3;17;0
3161211;5;3;6;0
3161211;0;84;16;0
3161211;0;84;17;0
3161211;0;84;6;0
3161211;3;103;16;0
3161211;1;103;17;0
3161211;2;103;6;0
3171211;25;14;16;0
3171211;25;14;17;0
3171211;25;14;6;0
3171211;39;25;16;0
3171211;11;25;17;0
3171211;37;25;6;0
3171211;32;13;16;0
3171211;31;13;17;0
3171211;33;13;6;0
851211;0;28;8;0
851211;0;28;7;0
851211;0;28;14;0
851211;0;28;3;0
851211;0;28;8;0
851211;0;28;7;0
851211;0;28;14;0
851211;6;14;8;0
851211;0;14;7;0
851211;0;14;14;0
851211;0;14;3;0
851211;5;43;8;0
851211;0;43;7;0
851211;0;43;14;0
851211;0;37;8;0
851211;0;37;7;0
851211;0;37;14;0
1450823;0;43;6;0
1450823;2;43;1;0
1450823;4;43;2;0
1760811;30;43;6;0
1760811;34;43;1;0
1760811;24;43;2;0
1780813;0;18;8;0
1780813;0;18;7;0
1780813;0;18;14;0
1780813;24;48;8;0
1780813;20;48;7;0
1780813;18;48;14;0
1810813;4;32;8;0
1810813;5;32;7;0
1810813;5;32;14;0
1810813;0;12;8;0
1810813;0;12;7;0
1810813;0;12;14;0
1810813;0;5;8;0
1810813;0;5;7;0
1810813;0;5;14;0
1940812;5;26;15;0
1940812;2;26;16;0
1940812;0;26;17;0
1940812;8;32;15;0
1940812;3;32;16;0
1940812;3;32;17;0
1940812;0;14;15;0
1940812;1;14;16;0
1940812;0;14;17;0
1940812;18;12;15;0
1940812;8;12;16;0
1940812;2;12;17;0
1940812;3;13;15;0
1940812;1;13;16;0
1940812;4;13;17;0
1940812;5;20;15;0
1940812;1;20;16;0
1940812;0;20;17;0
2090809;4;27;15;0
2090809;5;27;16;0
2090809;5;27;17;0
2100809;10;27;6;0
2100809;8;27;1;0
2100809;10;27;2;0
2230812;6;26;6;0
2230812;6;26;1;0
2230812;8;26;2;0
2250812;2;26;6;0
2250812;1;26;1;0
2250812;0;26;2;0
2590807;1;23;14;0
2590807;7;23;8;0
2590807;4;23;7;0
2670811;0;3;4;0
2670811;0;3;5;0
2670811;0;3;3;0
2670811;26;39;4;0
2670811;20;39;5;0
2670811;34;39;3;0
2680813;0;13;4;0
2680813;0;13;5;0
2680813;0;13;3;0
2680813;20;48;4;0
2680813;18;48;5;0
2680813;19;48;3;0
2740811;21;43;15;0
2740811;22;43;16;0
2740811;26;43;17;0
2750811;0;3;15;0
2750811;0;3;16;0
2750811;0;3;17;0
2750811;8;43;15;0
2750811;7;43;16;0
2750811;8;43;17;0
2770811;117;3;6;0
2770811;99;3;1;0
2770811;117;3;2;0
2780811;5;3;6;0
2780811;6;3;1;0
2780811;6;3;2;0
2780811;0;37;6;0
2780811;3;37;1;0
2780811;5;37;2;0
2790811;24;3;6;0
2790811;23;3;1;0
2790811;23;3;2;0
2790811;0;28;6;0
2790811;1;28;1;0
2790811;0;28;2;0
2880812;7;26;15;0
2880812;0;26;16;0
2880812;0;26;17;0
2880812;0;26;6;0
2880812;1;12;15;0
2880812;2;12;16;0
2880812;0;12;17;0
2880812;0;12;6;0
2880812;4;13;15;0
2880812;0;13;16;0
2880812;0;13;17;0
2880812;0;13;6;0
3240809;14;31;6;0
3240809;0;31;1;0
3240809;13;31;2;0
3290827;1;19;8;0
3290827;0;19;7;0
3290827;0;19;14;0
3290827;1;28;8;0
3290827;1;28;7;0
3290827;1;28;14;0
3300827;2;2;4;0
3300827;0;2;5;0
3300827;6;2;3;0
3300827;1;43;4;0
3300827;0;43;5;0
3300827;2;43;3;0
3310827;2;3;3;0
3310827;1;3;4;0
3310827;1;3;5;0
3310827;0;25;4;0
3310827;1;25;5;0
3310827;1;25;3;0
3320827;2;2;4;0
3320827;3;2;5;0
3320827;1;2;3;0
3320827;1;2;4;0
3320827;3;2;5;0
3320827;2;2;3;0
3330827;31;36;4;0
3330827;32;36;5;0
3330827;40;36;3;0
3340827;7;36;15;0
3340827;8;36;16;0
3340827;2;36;17;0
3340827;0;5;15;0
3340827;0;5;16;0
3340827;0;5;17;0
3350827;25;2;15;0
3350827;25;2;16;0
3350827;24;2;17;0
3350827;41;19;15;0
3350827;42;19;16;0
3350827;36;19;17;0
3410811;56;36;8;0
3410811;60;36;7;0
3410811;55;36;14;0
3410811;40;2;8;0
3410811;34;2;7;0
3410811;38;2;14;0
3420811;23;2;4;0
3420811;21;2;5;0
3420811;22;2;3;0
3420811;0;5;4;0
3420811;1;5;5;0
3420811;2;5;3;0
3430811;5;3;4;0
3430811;2;3;5;0
3430811;10;3;3;0
3430811;0;31;4;0
3430811;5;31;5;0
3430811;11;31;3;0
3440811;30;13;15;0
3440811;27;13;16;0
3440811;33;13;17;0
3440811;16;5;15;0
3440811;16;5;16;0
3440811;15;5;17;0
3450811;65;36;15;0
3450811;65;36;16;0
3450811;96;36;17;0
3450811;39;2;15;0
3450811;44;2;16;0
3450811;42;2;17;0
3470811;39;3;6;0
3470811;38;3;1;0
3470811;36;3;2;0
3470811;20;31;6;0
3470811;21;31;1;0
3470811;19;31;2;0
3480811;0;21;15;0
3480811;0;21;16;0
3480811;0;21;17;0
3480811;0;70;15;0
3480811;0;70;16;0
3480811;0;70;17;0
3500807;11;3;4;0
3500807;10;3;5;0
3500807;10;3;3;0
3500807;0;25;4;0
3500807;0;25;5;0
3500807;0;25;3;0
3650825;5;26;15;0
3650825;3;26;16;0
3650825;4;26;17;0
3650825;2;13;15;0
3650825;2;13;16;0
3650825;0;13;17;0
3660813;0;26;4;0
3660813;0;26;5;0
3660813;0;26;3;0
3660813;12;7;3;0
3660813;12;7;4;0
3660813;12;7;5;0
3670813;6;26;8;0
3670813;9;26;7;0
3670813;6;26;14;0
3670813;32;7;8;0
3670813;26;7;7;0
3670813;26;7;14;0
3710819;44;5;15;0
3710819;45;5;16;0
3710819;44;5;17;0
3710819;16;7;15;0
3710819;1;7;16;0
3710819;0;7;17;0
3710819;31;36;15;0
3710819;31;36;16;0
3710819;32;36;17;0
3710819;31;13;15;0
3710819;32;13;16;0
3710819;32;13;17;0
3710819;148;38;15;0
3710819;166;38;16;0
3710819;166;38;17;0
3720819;53;36;15;0
3720819;52;36;16;0
3720819;51;36;17;0
3720819;58;31;15;0
3720819;56;31;16;0
3720819;56;31;17;0
3720819;93;31;15;0
3720819;90;31;16;0
3720819;89;31;17;0
3730813;0;26;15;0
3730813;1;26;16;0
3730813;1;26;17;0
3730813;10;7;15;0
3730813;7;7;16;0
3730813;2;7;17;0
3740813;0;31;4;0
3740813;0;31;5;0
3740813;1;31;3;0
3740813;0;35;4;0
3740813;0;35;5;0
3740813;0;35;3;0
3740813;3;6;4;0
3740813;5;6;5;0
3740813;6;6;3;0
3750813;13;31;8;0
3750813;9;31;7;0
3750813;8;31;14;0
3750813;7;35;8;0
3750813;3;35;7;0
3750813;4;35;14;0
3750813;30;6;8;0
3750813;25;6;7;0
3750813;25;6;14;0
3760813;0;31;15;0
3760813;0;31;16;0
3760813;0;31;17;0
3760813;0;35;15;0
3760813;0;35;16;0
3760813;0;35;17;0
3760813;19;6;15;0
3760813;15;6;16;0
3760813;16;6;17;0
3840810;6;3;15;0
3840810;6;3;16;0
3840810;2;3;17;0
3840810;1;21;15;0
3840810;2;21;16;0
3840810;1;21;17;0
3840810;2;17;15;0
3840810;2;17;16;0
3840810;1;17;17;0
3850811;2;3;6;0
3850811;0;3;1;0
3850811;0;3;2;0
3850811;1;2;6;0
3850811;0;2;1;0
3850811;1;2;2;0
3850811;11;43;6;0
3850811;12;43;1;0
3850811;11;43;2;0
3850811;2;17;6;0
3850811;3;17;1;0
3850811;3;17;2;0
3860811;0;2;2;0
3860811;0;2;18;0
3860811;0;2;19;0
3860811;0;2;20;0
3860811;0;2;2;0
3860811;10;2;18;0
3860811;0;2;19;0
3860811;0;2;20;0
3860811;11;2;2;0
3860811;11;2;18;0
3860811;10;2;19;0
3860811;14;2;20;0
3860811;0;25;2;0
3860811;0;25;18;0
3860811;0;25;19;0
3860811;0;25;20;0
3870811;5;2;6;0
3870811;6;2;1;0
3870811;6;2;2;0
3870811;0;5;6;0
3870811;0;5;1;0
3870811;0;5;2;0
3870811;4;17;6;0
3870811;4;17;1;0
3870811;4;17;2;0
3880811;13;2;18;0
3880811;12;2;19;0
3880811;10;2;20;0
3880811;0;5;18;0
3880811;0;5;19;0
3880811;0;5;20;0
3880811;7;17;18;0
3880811;7;17;19;0
3880811;1;17;20;0
3890811;4;17;6;0
3890811;3;17;1;0
3890811;5;17;2;0
3900811;8;17;18;0
3900811;10;17;19;0
3900811;5;17;20;0
3960811;1;2;8;0
3960811;1;2;7;0
3960811;1;2;14;0
3960811;1;5;8;0
3960811;0;5;7;0
3960811;0;5;14;0
3960811;1;17;8;0
3960811;0;17;7;0
3960811;0;17;14;0
3960811;0;23;8;0
3960811;1;23;7;0
3960811;0;23;14;0
3970811;2;17;15;0
3970811;2;17;16;0
3970811;2;17;17;0
3980809;19;31;6;0
3980809;21;31;1;0
3980809;19;31;2;0
3990809;0;31;18;0
3990809;1;31;19;0
3990809;1;31;20;0
4050810;1;3;15;0
4050810;0;3;16;0
4050810;0;3;17;0
4050810;0;21;15;0
4050810;0;21;16;0
4050810;1;21;17;0
4050810;0;25;15;0
4050810;0;25;16;0
4050810;0;25;17;0
4050810;15;17;15;0
4050810;16;17;16;0
4050810;16;17;17;0
4070827;1;21;8;0
4070827;2;21;7;0
4070827;1;21;14;0
4070827;0;14;8;0
4070827;0;14;7;0
4070827;0;14;14;0
4090827;0;21;15;0
4090827;0;21;16;0
4090827;2;21;17;0
4090827;0;14;15;0
4090827;1;14;16;0
4090827;1;14;17;0
4100827;0;25;3;0
4100827;0;25;4;0
4100827;0;25;5;0
4100827;3;25;3;0
4100827;3;25;4;0
4100827;0;25;5;0
4110827;0;61;15;0
4110827;1;61;16;0
4110827;0;61;17;0
4110827;2;17;15;0
4110827;3;17;16;0
4110827;1;17;17;0
4120827;5;25;3;0
4120827;4;25;4;0
4120827;1;25;5;0
4120827;11;17;3;0
4120827;10;17;4;0
4120827;10;17;5;0
4130827;6;25;15;0
4130827;8;25;16;0
4130827;7;25;17;0
4130827;13;17;15;0
4130827;11;17;16;0
4130827;11;17;17;0
140827;0;26;3;0
140827;0;26;4;0
140827;1;26;5;0
140827;10;26;3;0
140827;10;26;4;0
140827;10;26;5;0
4150827;0;36;3;0
4150827;3;36;4;0
4150827;3;36;5;0
4160827;3;36;15;0
4160827;2;36;16;0
4160827;2;36;17;0
4180811;0;72;8;0
4180811;0;72;7;0
4180811;0;72;14;0
4180811;0;25;8;0
4180811;0;25;7;0
4180811;0;25;14;0
4180811;3;73;8;0
4180811;1;73;7;0
4180811;1;73;14;0
4240811;0;3;6;0
4240811;0;3;1;0
4240811;0;3;2;0
4240811;0;25;6;0
4240811;0;25;1;0
4240811;0;25;2;0
4240811;0;73;6;0
4240811;0;73;1;0
4240811;0;73;2;0
4240811;0;60;6;0
4240811;0;60;1;0
4240811;0;60;2;0
4250811;20;3;15;0
4250811;20;3;16;0
4250811;20;3;17;0
4250811;22;73;15;0
4250811;22;73;16;0
4250811;22;73;17;0
4250811;15;68;15;0
4250811;16;68;16;0
4250811;16;68;17;0
4250811;11;74;15;0
4250811;21;74;16;0
4250811;21;74;17;0
4290811;1;14;3;0
4290811;3;14;4;0
4290811;2;14;5;0
4290811;3;80;3;0
4290811;3;80;4;0
4290811;6;80;5;0
4290811;0;13;3;0
4290811;0;13;4;0
4290811;0;13;5;0
4290811;1;5;3;0
4290811;1;5;4;0
4290811;1;5;5;0
4290811;1;66;3;0
4290811;1;66;4;0
4290811;1;66;5;0
4320811;1;72;15;0
4320811;1;72;16;0
4320811;1;72;17;0
4320811;1;13;15;0
4320811;1;13;16;0
4320811;1;13;17;0
4320811;1;78;15;0
4320811;1;78;16;0
4320811;1;78;17;0
4350811;0;70;16;0
4350811;0;70;17;0
4350811;0;70;6;0
4350811;0;81;16;0
4350811;0;81;17;0
4350811;0;81;6;0
4350811;0;74;16;0
4350811;0;74;17;0
4350811;0;74;6;0
4380811;1;3;18;0
4380811;0;3;19;0
4380811;0;3;20;0
4380811;1;31;18;0
4380811;0;31;19;0
4380811;0;31;20;0
4380811;13;73;18;0
4380811;13;73;19;0
4380811;13;73;20;0
4400811;0;13;4;0
4400811;0;13;5;0
4400811;0;13;15;0
4400811;0;79;4;0
4400811;0;79;5;0
4400811;0;79;15;0
4400811;0;105;4;0
4400811;0;105;5;0
4400811;0;105;15;0
4500811;7;72;7;0
4500811;7;72;14;0
4500811;6;72;3;0
4500811;7;25;7;0
4500811;10;25;14;0
4500811;8;25;3;0
4500811;4;13;7;0
4500811;5;13;14;0
4500811;6;13;3;0
4690812;65;85;1;0
4690812;58;85;2;0
4690812;63;85;18;0
4690812;38;12;1;0
4690812;38;12;2;0
4690812;34;12;18;0
4690812;17;13;1;0
4690812;14;13;2;0
4690812;14;13;18;0
4700812;49;85;1;0
4700812;48;85;2;0
4700812;43;85;18;0
4700812;16;12;1;0
4700812;13;12;2;0
4700812;14;12;18;0
4700812;0;13;1;0
4700812;0;13;2;0
4700812;0;13;18;0
4730812;34;85;16;0
4730812;36;85;17;0
4730812;35;85;6;0
4730812;10;12;16;0
4730812;12;12;17;0
4730812;8;12;6;0
4730812;1;13;16;0
4730812;0;13;17;0
4730812;1;13;6;0
4740812;0;85;16;0
4740812;0;85;17;0
4740812;0;85;6;0
4740812;0;12;16;0
4740812;0;12;17;0
4740812;0;12;6;0
4740812;3;13;16;0
4740812;2;13;17;0
4740812;1;13;6;0
32429;0;37;3;0
32429;0;37;4;0
32429;0;37;5;0
32429;10;37;3;0
32429;10;37;4;0
32429;10;37;5;0
32429;7;37;3;0
32429;7;37;4;0
32429;6;37;5;0
42429;11;37;15;0
42429;11;37;16;0
42429;11;37;17;0
42429;4;37;15;0
42429;8;37;16;0
42429;7;37;17;0
182211;0;28;15;0
182211;13;14;15;0
182211;0;14;16;0
182211;0;14;17;0
182211;10;10;15;0
182211;0;43;15;0
182211;0;43;16;0
182211;0;43;17;0
182211;8;20;15;0
232212;13;3;4;0
232212;8;3;5;0
232212;14;3;3;0
232212;0;28;4;0
232212;0;28;5;0
232212;0;28;3;0
232212;27;14;4;0
232212;31;14;5;0
232212;31;14;3;0
232212;12;25;4;0
232212;11;25;5;0
232212;14;25;3;0
242212;15;3;15;0
242212;16;3;16;0
242212;16;3;17;0
242212;0;28;15;0
242212;0;28;16;0
242212;2;28;17;0
242212;2;14;15;0
242212;8;14;16;0
242212;3;14;17;0
242212;0;25;15;0
242212;0;25;16;0
242212;0;25;17;0
252211;0;36;4;0
252211;0;36;5;0
252211;0;36;3;0
252211;0;39;4;0
252211;0;39;5;0
252211;1;39;3;0
252211;0;5;4;0
252211;0;5;5;0
252211;0;5;3;0
252211;18;20;3;0
252211;7;20;4;0
252211;10;20;5;0
252211;1;38;4;0
252211;1;38;5;0
252211;1;38;3;0
262211;4;36;15;0
262211;1;36;16;0
262211;1;36;17;0
262211;0;39;15;0
262211;0;39;16;0
262211;0;39;17;0
262211;0;5;15;0
262211;0;5;16;0
262211;0;5;17;0
262211;0;20;15;0
262211;0;20;16;0
262211;0;20;17;0
262211;0;37;15;0
262211;0;37;16;0
262211;0;37;17;0
262211;7;38;15;0
262211;2;38;16;0
262211;14;38;17;0
412211;0;3;6;0
412211;2;3;1;0
412211;3;3;2;0
412211;1;5;6;0
412211;0;5;1;0
412211;0;5;2;0
412211;2;17;6;0
412211;5;17;1;0
412211;2;17;2;0
412211;3;38;6;0
412211;6;38;1;0
412211;5;38;2;0
432211;3;2;3;0
432211;4;2;4;0
432211;4;2;5;0
432211;0;5;14;0
432211;1;5;3;0
432211;1;5;4;0
432211;1;5;5;0
432211;0;17;14;0
432211;0;17;3;0
432211;0;17;4;0
432211;0;17;5;0
432211;0;60;3;0
432211;0;60;4;0
432211;0;60;5;0
472213;32;43;7;0
482211;3;2;6;0
482211;2;2;1;0
482211;3;2;2;0
482211;0;25;6;0
482211;0;25;1;0
482211;0;25;2;0
482211;8;4;6;0
482211;6;4;1;0
482211;8;4;2;0
56/2211;17;83;6;0
56/2211;16;83;1;0
56/2211;16;83;2;0
56/2211;18;14;6;0
56/2211;18;14;1;0
56/2211;17;14;2;0
56/2211;11;25;6;0
56/2211;11;25;1;0
56/2211;11;25;2;0
652211;0;14;7;0
652211;0;14;14;0
652211;5;14;3;0
652211;4;25;7;0
652211;3;25;14;0
652211;5;25;3;0
652211;5;106;7;0
652211;2;106;14;0
652211;4;106;3;0
652211;10;74;7;0
652211;11;74;14;0
652211;12;74;3;0
652211;8;107;7;0
652211;8;107;14;0
